,Team,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,SEED,Opp_G,Opp_W,Opp_ADJOE,Opp_ADJDE,Opp_BARTHAG,Opp_EFG_O,Opp_EFG_D,Opp_TOR,Opp_TORD,Opp_ORB,Opp_DRB,Opp_FTR,Opp_FTRD,Opp_2P_O,Opp_2P_D,Opp_3P_O,Opp_3P_D,Opp_ADJ_T,Opp_WAB,Opp_SEED,Rank,Opp_Rank,Win
0,Arkansas,28,22,110.4,91.2,0.8997,51.5,47.6,17.4,20.3,31.7,26.2,32.7,29.3,51.9,46.9,33.9,32.6,73.1,4.6,3.0,23,16,107.0,107.1,0.4981,53.6,50.4,15.7,18.2,23.2,33.0,27.8,33.1,49.7,49.0,38.8,35.6,71.4,-5.1,15.0,18,151,1
1,Oklahoma,25,15,111.0,94.5,0.8642,50.8,48.9,15.8,18.7,27.3,27.5,29.1,22.8,50.8,46.3,33.8,35.4,67.6,0.3,8.0,25,16,111.3,95.0,0.8599,50.9,48.5,18.9,18.4,28.6,29.2,37.5,36.4,52.6,48.3,32.0,32.7,68.6,2.1,9.0,39,51,1
2,Florida,23,14,110.6,93.4,0.8748,52.5,47.5,20.7,20.5,30.7,31.5,33.8,34.8,51.9,48.4,35.7,30.6,68.6,1.4,7.0,21,15,109.3,94.5,0.8426,52.5,48.4,17.3,17.6,28.4,24.3,33.2,30.9,51.7,47.6,35.7,33.0,66.5,0.9,10.0,37,50,1
3,North Texas,25,17,104.4,94.6,0.7578,54.0,45.7,20.4,21.4,27.9,26.9,27.2,31.7,52.9,44.8,37.3,31.6,63.3,-2.5,13.0,22,16,117.9,96.7,0.9076,52.8,51.8,13.5,19.0,27.9,24.8,30.0,25.8,52.8,51.0,35.2,35.4,65.1,3.2,5.0,71,12,0
4,Houston,26,24,120.6,90.9,0.9626,51.3,42.9,16.3,21.6,39.4,28.0,30.7,42.4,49.9,43.0,35.5,28.5,65.0,4.0,2.0,25,16,112.8,97.6,0.8402,50.7,48.5,16.0,20.8,30.1,33.5,28.1,25.1,50.9,49.3,33.7,31.6,69.4,0.5,11.0,6,41,1
5,Baylor,24,22,123.2,94.5,0.9548,57.5,49.1,17.6,24.6,37.5,30.9,27.0,31.7,54.1,48.1,41.8,34.0,68.8,6.6,1.0,28,22,110.4,91.2,0.8997,51.5,47.6,17.4,20.3,31.7,26.2,32.7,29.3,51.9,46.9,33.9,32.6,73.1,4.6,3.0,4,18,1
6,Syracuse,25,16,112.8,97.6,0.8402,50.7,48.5,16.0,20.8,30.1,33.5,28.1,25.1,50.9,49.3,33.7,31.6,69.4,0.5,11.0,26,24,120.6,90.9,0.9626,51.3,42.9,16.3,21.6,39.4,28.0,30.7,42.4,49.9,43.0,35.5,28.5,65.0,4.0,2.0,41,6,0
7,Alabama,30,24,111.0,88.1,0.9343,51.3,45.3,18.6,21.1,31.5,29.8,28.6,31.9,50.1,46.4,35.1,28.8,73.9,6.8,2.0,28,16,110.0,93.0,0.8735,52.6,48.5,16.8,16.9,20.9,24.8,32.6,25.6,52.8,46.4,34.9,34.3,65.4,0.2,10.0,8,31,1
8,Ohio St,30,21,122.1,97.0,0.934,53.1,48.9,15.3,15.0,29.1,27.4,37.6,33.8,52.1,47.4,36.5,34.1,66.9,6.0,2.0,23,16,107.0,107.1,0.4981,53.6,50.4,15.7,18.2,23.2,33.0,27.8,33.1,49.7,49.0,38.8,35.6,71.4,-5.1,15.0,7,151,0
9,Liberty,24,23,109.1,101.5,0.6969,57.4,48.0,15.6,17.3,23.1,22.4,25.5,29.6,56.8,47.8,38.8,32.2,63.4,-1.7,13.0,28,20,109.3,92.3,0.875,52.1,47.2,21.4,19.3,31.9,30.2,36.4,30.5,52.8,46.9,33.8,31.7,71.6,4.6,4.0,97,30,0
10,Utah St,27,20,105.2,90.0,0.8569,49.8,45.6,19.7,19.7,35.3,21.3,29.4,26.1,49.6,42.9,33.6,33.0,69.0,-1.1,11.0,27,17,112.3,92.2,0.9057,49.7,47.9,16.2,23.8,33.8,29.7,39.3,36.4,48.7,44.8,34.7,35.1,65.7,0.9,6.0,40,23,0
11,USC,29,22,112.0,92.0,0.9052,52.1,45.4,18.1,17.4,35.7,27.3,37.5,24.8,52.1,42.2,34.8,34.2,67.2,3.6,6.0,27,25,111.8,101.6,0.7508,54.5,48.4,15.2,18.8,31.6,24.9,25.2,29.7,54.4,49.7,36.6,30.8,66.7,1.5,11.0,14,53,1
12,Colorado,30,22,113.7,93.5,0.9045,52.0,47.7,16.8,19.8,30.9,25.6,29.9,28.0,50.3,46.5,36.7,33.3,66.3,2.6,5.0,22,16,117.8,94.0,0.9305,54.4,46.5,20.1,19.6,35.4,31.4,32.7,36.3,52.1,44.2,39.0,33.3,70.4,2.5,4.0,17,15,0
13,Rutgers,26,15,106.7,91.9,0.847,50.2,47.7,16.4,18.9,27.4,29.1,27.7,33.2,51.9,47.4,31.1,32.1,67.8,1.9,10.0,26,24,120.6,90.9,0.9626,51.3,42.9,16.3,21.6,39.4,28.0,30.7,42.4,49.9,43.0,35.5,28.5,65.0,4.0,2.0,34,6,0
14,USC,29,22,112.0,92.0,0.9052,52.1,45.4,18.1,17.4,35.7,27.3,37.5,24.8,52.1,42.2,34.8,34.2,67.2,3.6,6.0,27,20,108.5,90.0,0.8964,49.8,47.0,17.7,20.0,30.9,26.9,30.5,26.5,49.3,45.9,33.8,32.6,68.2,4.2,3.0,14,22,1
15,Alabama,30,24,111.0,88.1,0.9343,51.3,45.3,18.6,21.1,31.5,29.8,28.6,31.9,50.1,46.4,35.1,28.8,73.9,6.8,2.0,26,17,112.3,97.5,0.835,52.0,50.7,16.6,17.6,30.4,24.4,32.6,28.0,50.6,49.4,36.7,35.1,64.7,1.0,11.0,8,44,0
16,Alabama,30,24,111.0,88.1,0.9343,51.3,45.3,18.6,21.1,31.5,29.8,28.6,31.9,50.1,46.4,35.1,28.8,73.9,6.8,2.0,17,12,101.1,99.5,0.545,51.2,45.6,22.4,19.6,33.4,26.1,36.1,46.3,49.9,45.8,35.5,30.1,68.5,-3.2,15.0,8,178,1
17,LSU,27,18,119.3,99.8,0.8868,52.8,48.5,16.1,18.4,31.5,32.8,33.9,29.1,53.0,51.3,35.0,30.0,70.4,2.4,8.0,24,20,118.1,91.1,0.9521,54.9,44.9,16.3,15.1,29.4,24.8,28.9,24.5,53.3,42.3,38.7,33.5,66.9,7.2,1.0,29,2,0
18,Villanova,22,16,117.9,96.7,0.9076,52.8,51.8,13.5,19.0,27.9,24.8,30.0,25.8,52.8,51.0,35.2,35.4,65.1,3.2,5.0,25,17,104.4,94.6,0.7578,54.0,45.7,20.4,21.4,27.9,26.9,27.2,31.7,52.9,44.8,37.3,31.6,63.3,-2.5,13.0,12,71,1
19,LSU,27,18,119.3,99.8,0.8868,52.8,48.5,16.1,18.4,31.5,32.8,33.9,29.1,53.0,51.3,35.0,30.0,70.4,2.4,8.0,20,16,111.1,92.9,0.8864,50.5,45.5,16.9,19.5,33.6,28.4,27.8,28.3,49.3,45.1,35.4,30.6,64.7,2.1,9.0,29,25,1
20,Syracuse,25,16,112.8,97.6,0.8402,50.7,48.5,16.0,20.8,30.1,33.5,28.1,25.1,50.9,49.3,33.7,31.6,69.4,0.5,11.0,26,23,111.1,90.0,0.9191,52.7,46.7,16.9,22.5,29.9,24.4,34.3,32.7,50.5,44.6,37.5,32.8,66.0,2.8,6.0,41,20,1
21,Illinois,29,23,117.7,90.4,0.9539,55.6,46.6,18.2,16.1,33.0,22.2,39.2,30.5,55.3,45.4,37.6,32.7,70.7,8.9,1.0,19,12,107.9,105.0,0.5768,54.3,49.6,19.6,16.4,29.4,24.3,28.5,27.2,53.5,50.4,37.2,32.1,64.4,-4.5,16.0,3,145,1
22,UCLA,26,17,112.3,97.5,0.835,52.0,50.7,16.6,17.6,30.4,24.4,32.6,28.0,50.6,49.4,36.7,35.1,64.7,1.0,11.0,27,15,105.8,93.5,0.8054,47.9,47.8,18.9,15.4,30.4,26.1,31.4,37.1,47.8,48.1,32.0,31.5,68.7,1.4,11.0,44,56,1
23,Iona,17,12,101.1,99.5,0.545,51.2,45.6,22.4,19.6,33.4,26.1,36.1,46.3,49.9,45.8,35.5,30.1,68.5,-3.2,15.0,30,24,111.0,88.1,0.9343,51.3,45.3,18.6,21.1,31.5,29.8,28.6,31.9,50.1,46.4,35.1,28.8,73.9,6.8,2.0,178,8,0
24,Colorado,30,22,113.7,93.5,0.9045,52.0,47.7,16.8,19.8,30.9,25.6,29.9,28.0,50.3,46.5,36.7,33.3,66.3,2.6,5.0,25,13,108.5,93.2,0.8516,49.6,48.0,21.7,16.2,32.4,27.3,30.3,25.9,46.1,47.4,36.6,32.6,69.5,-1.0,12.0,17,55,1
25,UCLA,26,17,112.3,97.5,0.835,52.0,50.7,16.6,17.6,30.4,24.4,32.6,28.0,50.6,49.4,36.7,35.1,64.7,1.0,11.0,30,24,111.0,88.1,0.9343,51.3,45.3,18.6,21.1,31.5,29.8,28.6,31.9,50.1,46.4,35.1,28.8,73.9,6.8,2.0,44,8,1
26,Michigan St,27,15,105.8,93.5,0.8054,47.9,47.8,18.9,15.4,30.4,26.1,31.4,37.1,47.8,48.1,32.0,31.5,68.7,1.4,11.0,26,17,112.3,97.5,0.835,52.0,50.7,16.6,17.6,30.4,24.4,32.6,28.0,50.6,49.4,36.7,35.1,64.7,1.0,11.0,56,44,0
27,Michigan,24,20,118.1,91.1,0.9521,54.9,44.9,16.3,15.1,29.4,24.8,28.9,24.5,53.3,42.3,38.7,33.5,66.9,7.2,1.0,27,18,119.3,99.8,0.8868,52.8,48.5,16.1,18.4,31.5,32.8,33.9,29.1,53.0,51.3,35.0,30.0,70.4,2.4,8.0,2,29,1
28,Oral Roberts,23,16,107.0,107.1,0.4981,53.6,50.4,15.7,18.2,23.2,33.0,27.8,33.1,49.7,49.0,38.8,35.6,71.4,-5.1,15.0,23,14,110.6,93.4,0.8748,52.5,47.5,20.7,20.5,30.7,31.5,33.8,34.8,51.9,48.4,35.7,30.6,68.6,1.4,7.0,151,37,1
29,Gonzaga,26,26,125.4,89.8,0.9791,61.0,47.5,16.1,20.3,30.4,23.4,36.7,25.9,64.0,46.8,36.5,32.5,74.6,8.5,1.0,26,17,112.3,97.5,0.835,52.0,50.7,16.6,17.6,30.4,24.4,32.6,28.0,50.6,49.4,36.7,35.1,64.7,1.0,11.0,1,44,1
30,Creighton,28,20,114.4,94.3,0.9025,55.7,46.9,15.8,17.8,24.8,28.2,26.9,25.7,56.3,46.1,36.7,32.1,69.1,3.5,5.0,22,16,111.9,100.7,0.7715,55.8,51.1,17.0,20.0,28.7,27.4,29.6,30.2,56.4,51.6,36.6,33.7,69.3,-2.0,13.0,19,78,1
31,Arkansas,28,22,110.4,91.2,0.8997,51.5,47.6,17.4,20.3,31.7,26.2,32.7,29.3,51.9,46.9,33.9,32.6,73.1,4.6,3.0,27,17,112.3,92.2,0.9057,49.7,47.9,16.2,23.8,33.8,29.7,39.3,36.4,48.7,44.8,34.7,35.1,65.7,0.9,6.0,18,23,1
32,Morehead St,28,23,99.3,96.7,0.5778,51.9,47.0,22.9,18.0,31.3,24.9,36.8,23.1,51.8,47.6,34.7,30.7,65.6,-2.0,14.0,27,18,115.9,95.3,0.9046,48.7,50.2,17.0,20.7,35.6,31.3,39.4,28.5,46.4,51.3,35.7,32.3,69.6,3.0,3.0,127,27,0
33,Ohio,22,16,111.9,100.7,0.7715,55.8,51.1,17.0,20.0,28.7,27.4,29.6,30.2,56.4,51.6,36.6,33.7,69.3,-2.0,13.0,28,20,114.4,94.3,0.9025,55.7,46.9,15.8,17.8,24.8,28.2,26.9,25.7,56.3,46.1,36.7,32.1,69.1,3.5,5.0,78,19,0
34,Drexel,19,12,107.9,105.0,0.5768,54.3,49.6,19.6,16.4,29.4,24.3,28.5,27.2,53.5,50.4,37.2,32.1,64.4,-4.5,16.0,29,23,117.7,90.4,0.9539,55.6,46.6,18.2,16.1,33.0,22.2,39.2,30.5,55.3,45.4,37.6,32.7,70.7,8.9,1.0,145,3,0
35,Maryland,28,16,110.0,93.0,0.8735,52.6,48.5,16.8,16.9,20.9,24.8,32.6,25.6,52.8,46.4,34.9,34.3,65.4,0.2,10.0,22,15,114.6,92.8,0.9188,49.5,46.2,17.6,19.6,36.9,29.8,29.6,36.9,49.0,45.6,33.6,31.6,65.7,2.1,7.0,31,16,1
36,West Virginia,27,18,115.9,95.3,0.9046,48.7,50.2,17.0,20.7,35.6,31.3,39.4,28.5,46.4,51.3,35.7,32.3,69.6,3.0,3.0,25,16,112.8,97.6,0.8402,50.7,48.5,16.0,20.8,30.1,33.5,28.1,25.1,50.9,49.3,33.7,31.6,69.4,0.5,11.0,27,41,0
37,Oregon,26,20,113.1,98.2,0.835,54.4,50.1,16.8,20.3,28.3,27.2,26.8,27.1,52.9,49.9,37.9,33.6,67.2,3.0,7.0,29,22,112.0,92.0,0.9052,52.1,45.4,18.1,17.4,35.7,27.3,37.5,24.8,52.1,42.2,34.8,34.2,67.2,3.6,6.0,36,14,0
38,Ohio,22,16,111.9,100.7,0.7715,55.8,51.1,17.0,20.0,28.7,27.4,29.6,30.2,56.4,51.6,36.6,33.7,69.3,-2.0,13.0,24,18,114.6,93.9,0.9079,56.1,47.9,15.4,15.2,23.1,22.6,22.0,24.6,55.3,46.1,38.1,34.0,59.9,3.4,4.0,78,11,1
39,Maryland,28,16,110.0,93.0,0.8735,52.6,48.5,16.8,16.9,20.9,24.8,32.6,25.6,52.8,46.4,34.9,34.3,65.4,0.2,10.0,30,24,111.0,88.1,0.9343,51.3,45.3,18.6,21.1,31.5,29.8,28.6,31.9,50.1,46.4,35.1,28.8,73.9,6.8,2.0,31,8,0
40,Villanova,22,16,117.9,96.7,0.9076,52.8,51.8,13.5,19.0,27.9,24.8,30.0,25.8,52.8,51.0,35.2,35.4,65.1,3.2,5.0,24,23,104.2,96.9,0.6975,53.0,49.0,19.5,22.5,35.6,22.2,35.7,33.8,53.0,49.2,35.3,32.4,73.8,0.9,12.0,12,91,1
41,Oral Roberts,23,16,107.0,107.1,0.4981,53.6,50.4,15.7,18.2,23.2,33.0,27.8,33.1,49.7,49.0,38.8,35.6,71.4,-5.1,15.0,28,22,110.4,91.2,0.8997,51.5,47.6,17.4,20.3,31.7,26.2,32.7,29.3,51.9,46.9,33.9,32.6,73.1,4.6,3.0,151,18,0
42,Hartford,23,15,97.3,99.6,0.4345,50.4,47.6,19.0,20.4,24.8,28.6,28.6,25.0,51.3,50.7,32.7,28.7,66.9,-4.9,16.0,24,22,123.2,94.5,0.9548,57.5,49.1,17.6,24.6,37.5,30.9,27.0,31.7,54.1,48.1,41.8,34.0,68.8,6.6,1.0,189,4,0
43,Houston,26,24,120.6,90.9,0.9626,51.3,42.9,16.3,21.6,39.4,28.0,30.7,42.4,49.9,43.0,35.5,28.5,65.0,4.0,2.0,24,22,123.2,94.5,0.9548,57.5,49.1,17.6,24.6,37.5,30.9,27.0,31.7,54.1,48.1,41.8,34.0,68.8,6.6,1.0,6,4,0
44,Villanova,22,16,117.9,96.7,0.9076,52.8,51.8,13.5,19.0,27.9,24.8,30.0,25.8,52.8,51.0,35.2,35.4,65.1,3.2,5.0,24,22,123.2,94.5,0.9548,57.5,49.1,17.6,24.6,37.5,30.9,27.0,31.7,54.1,48.1,41.8,34.0,68.8,6.6,1.0,12,4,0
45,Clemson,23,16,105.9,91.9,0.8374,50.4,48.7,19.5,21.6,26.6,26.6,23.6,29.6,49.2,47.5,34.6,33.7,64.4,2.9,7.0,26,15,106.7,91.9,0.847,50.2,47.7,16.4,18.9,27.4,29.1,27.7,33.2,51.9,47.4,31.1,32.1,67.8,1.9,10.0,42,34,0
46,Kansas,27,20,108.5,90.0,0.8964,49.8,47.0,17.7,20.0,30.9,26.9,30.5,26.5,49.3,45.9,33.8,32.6,68.2,4.2,3.0,29,22,112.0,92.0,0.9052,52.1,45.4,18.1,17.4,35.7,27.3,37.5,24.8,52.1,42.2,34.8,34.2,67.2,3.6,6.0,22,14,0
47,Oregon St,28,17,108.5,99.6,0.7289,48.7,50.4,17.2,18.5,29.8,29.4,34.0,38.2,46.9,52.5,34.6,31.4,65.1,-1.6,12.0,26,18,108.8,89.2,0.9072,50.1,45.9,18.2,22.9,31.4,28.6,35.1,31.1,49.8,44.8,33.8,31.8,66.9,2.4,5.0,85,21,1
48,Gonzaga,26,26,125.4,89.8,0.9791,61.0,47.5,16.1,20.3,30.4,23.4,36.7,25.9,64.0,46.8,36.5,32.5,74.6,8.5,1.0,25,15,111.0,94.5,0.8642,50.8,48.9,15.8,18.7,27.3,27.5,29.1,22.8,50.8,46.3,33.8,35.4,67.6,0.3,8.0,1,39,1
49,Texas Tech,27,17,112.3,92.2,0.9057,49.7,47.9,16.2,23.8,33.8,29.7,39.3,36.4,48.7,44.8,34.7,35.1,65.7,0.9,6.0,28,22,110.4,91.2,0.8997,51.5,47.6,17.4,20.3,31.7,26.2,32.7,29.3,51.9,46.9,33.9,32.6,73.1,4.6,3.0,23,18,0
50,Wisconsin,29,17,111.3,90.4,0.9163,49.4,47.9,13.5,17.8,23.7,25.1,26.9,28.5,46.3,47.1,36.0,33.0,65.0,2.2,9.0,28,18,108.8,91.6,0.8777,48.5,48.7,20.5,19.3,41.2,26.3,34.9,27.1,48.9,46.8,31.7,34.4,71.8,2.3,8.0,10,28,1
51,San Diego St,26,23,111.1,90.0,0.9191,52.7,46.7,16.9,22.5,29.9,24.4,34.3,32.7,50.5,44.6,37.5,32.8,66.0,2.8,6.0,25,16,112.8,97.6,0.8402,50.7,48.5,16.0,20.8,30.1,33.5,28.1,25.1,50.9,49.3,33.7,31.6,69.4,0.5,11.0,20,41,0
52,Georgetown,25,13,108.5,93.2,0.8516,49.6,48.0,21.7,16.2,32.4,27.3,30.3,25.9,46.1,47.4,36.6,32.6,69.5,-1.0,12.0,30,22,113.7,93.5,0.9045,52.0,47.7,16.8,19.8,30.9,25.6,29.9,28.0,50.3,46.5,36.7,33.3,66.3,2.6,5.0,55,17,0
53,Oklahoma St,28,20,109.3,92.3,0.875,52.1,47.2,21.4,19.3,31.9,30.2,36.4,30.5,52.8,46.9,33.8,31.7,71.6,4.6,4.0,24,23,109.1,101.5,0.6969,57.4,48.0,15.6,17.3,23.1,22.4,25.5,29.6,56.8,47.8,38.8,32.2,63.4,-1.7,13.0,30,97,1
54,Gonzaga,26,26,125.4,89.8,0.9791,61.0,47.5,16.1,20.3,30.4,23.4,36.7,25.9,64.0,46.8,36.5,32.5,74.6,8.5,1.0,21,16,99.4,104.1,0.3698,49.7,47.4,17.8,20.7,28.8,28.7,38.6,42.0,46.1,47.2,37.4,31.7,67.9,-5.0,16.0,1,197,1
55,West Virginia,27,18,115.9,95.3,0.9046,48.7,50.2,17.0,20.7,35.6,31.3,39.4,28.5,46.4,51.3,35.7,32.3,69.6,3.0,3.0,28,23,99.3,96.7,0.5778,51.9,47.0,22.9,18.0,31.3,24.9,36.8,23.1,51.8,47.6,34.7,30.7,65.6,-2.0,14.0,27,127,1
56,North Texas,25,17,104.4,94.6,0.7578,54.0,45.7,20.4,21.4,27.9,26.9,27.2,31.7,52.9,44.8,37.3,31.6,63.3,-2.5,13.0,27,18,112.4,92.9,0.8994,51.4,48.6,18.7,16.9,32.2,24.1,32.2,30.3,52.1,49.7,33.5,31.5,66.6,3.8,4.0,71,13,1
